iter	MAE	RMSE
2404	13194.50677	18539.53919
2405	13191.3775	18536.25155
2406	13190.54473	18534.33392
2407	13187.49247	18529.08961
2408	13186.76101	18527.51328
2409	13184.99465	18525.00713
2410	13182.84002	18520.8433
2411	13180.67381	18517.63912
2412	13179.04372	18514.40758
2413	13175.94886	18509.41229
2414	13174.63651	18506.90481
2415	13173.12982	18504.26409
2416	13171.19239	18500.80143
2417	13169.98559	18498.32312
2418	13169.12803	18496.45185
2419	13167.8343	18494.04366
2420	13166.58187	18492.05772
2421	13163.92878	18488.60073
2422	13163.66162	18487.74057
2423	13163.24699	18486.65627
2424	13161.71397	18483.65727
2425	13159.63411	18480.93372
2426	13158.95836	18479.35434
2427	13156.05716	18474.92509
2428	13155.17804	18472.88622
2429	13154.73937	18471.94724
2430	13152.61036	18468.76991
2431	13150.01503	18464.69902
2432	13149.58562	18463.58758
2433	13148.62434	18461.40035
2434	13147.42551	18459.20262
2435	13147.05237	18458.27686
2436	13144.60057	18454.71028
2437	13142.91225	18451.93283
2438	13140.45741	18448.99251
2439	13138.28487	18445.25651
2440	13135.82799	18441.49073
2441	13134.75896	18438.71059
2442	13134.02762	18437.24558
2443	13133.61887	18436.35764
2444	13131.40808	18432.44446
2445	13130.99374	18431.36417
2446	13128.0468	18427.57984
2447	13127.05402	18425.77746
2448	13124.55832	18422.09869
2449	13122.67689	18418.18678
2450	13119.81814	18413.98984
2451	13119.41873	18413.01899
2452	13118.2857	18410.40602
2453	13117.00677	18407.87568
2454	13114.09656	18403.76435
2455	13112.98687	18401.68495
2456	13111.78102	18399.33398
2457	13109.0177	18396.1285
2458	13108.39319	18394.80435
2459	13107.8016	18393.50847
2460	13104.80055	18389.08615
2461	13101.62284	18383.99868
2462	13098.98605	18380.27149
2463	13097.81111	18377.80541
2464	13096.80699	18375.50432
2465	13096.50272	18374.61158
2466	13094.91672	18371.58873
2467	13092.15986	18368.33257
2468	13090.01281	18365.19104
2469	13088.64356	18362.15926
2470	13087.58232	18360.29893
2471	13086.5759	18358.5207
2472	13084.17589	18354.24089
2473	13082.5743	18351.69059
2474	13078.96722	18348.30651
2475	13076.83569	18345.20813
2476	13075.62384	18342.86811
2477	13072.99542	18339.27151
2478	13070.15685	18334.75303
2479	13069.0582	18332.51353
2480	13066.52065	18328.8615
2481	13063.542	18324.08994
2482	13061.61833	18321.21818
2483	13059.52515	18318.0664
2484	13059.16174	18316.79507
2485	13058.02859	18314.57997
2486	13054.54454	18310.12956
2487	13053.06676	18307.51478
2488	13051.19117	18304.43196
2489	13048.21217	18299.9611
2490	13047.26426	18296.99978
2491	13046.29603	18295.11984
2492	13043.72053	18291.4232
2493	13042.22121	18288.55853
2494	13039.87864	18284.77182
2495	13039.38502	18283.56036
2496	13037.2729	18279.90753
2497	13036.74278	18278.6544
2498	13035.57122	18275.84889
2499	13033.89248	18273.35211
2500	13032.22657	18271.35253
2501	13030.65534	18268.13106
2502	13029.05795	18265.30323
2503	13027.6874	18263.00938
2504	13025.6183	18260.23436
2505	13022.95984	18256.67862
2506	13020.03123	18253.38843
2507	13017.65124	18249.20739
2508	13014.21686	18244.44084
2509	13013.86399	18243.5575
2510	13011.96597	18240.17983
2511	13009.43019	18236.05887
2512	13008.69211	18234.49422
2513	13007.31441	18231.97538
2514	13006.35487	18229.62376
2515	13003.72504	18225.1243
2516	13000.37646	18220.95645
2517	12999.01499	18217.75621
2518	12997.76265	18214.71696
2519	12996.00714	18211.63778
2520	12995.07841	18209.78324
2521	12994.15338	18208.06685
2522	12992.69347	18204.94735
2523	12990.72301	18202.1448
2524	12988.87939	18199.46293
2525	12987.42872	18197.09125
2526	12985.66326	18194.57568
2527	12984.74227	18192.67357
2528	12983.96086	18190.90461
2529	12983.50247	18189.81528
2530	12982.8757	18188.30816
2531	12980.65402	18184.39625
2532	12976.88233	18179.23941
2533	12975.92009	18177.24095
2534	12974.46003	18174.67899
2535	12973.43154	18172.36121
2536	12973.15471	18171.56635
2537	12969.44758	18166.41615
2538	12968.14014	18163.90596
2539	12964.9701	18159.914
2540	12963.58521	18157.44726
2541	12961.34496	18153.94943
2542	12959.7328	18151.11324
2543	12957.59527	18147.69336
2544	12956.15338	18145.32684
2545	12955.04813	18143.55383
2546	12953.7865	18140.35868
2547	12951.90946	18137.7985
2548	12950.39888	18135.24049
2549	12947.36656	18130.49516
2550	12946.63903	18128.87627
2551	12944.43857	18124.95131
2552	12942.44163	18121.36042
2553	12941.98381	18120.21909
2554	12941.70473	18119.22747
2555	12940.31267	18116.68595
2556	12938.82576	18114.10853
2557	12937.94831	18112.02489
2558	12937.06824	18110.46894
2559	12935.76882	18107.97019
2560	12933.4115	18104.79892
2561	12930.56707	18100.47228
2562	12928.67937	18097.04506
2563	12926.06109	18092.86309
2564	12924.97607	18090.80982
2565	12922.85386	18087.45354
2566	12921.44129	18085.60667
2567	12920.11385	18082.75448
2568	12918.14458	18079.06743
2569	12914.50233	18075.66878
2570	12913.11623	18073.46175
2571	12911.61508	18071.45525
2572	12909.38375	18068.22001
2573	12907.19933	18064.4862
2574	12905.15961	18061.67227
2575	12904.27865	18059.7405
2576	12903.22772	18057.64925
2577	12900.67916	18054.03679
2578	12900.29548	18052.97077
2579	12897.93408	18048.98796
2580	12895.91471	18045.86456
2581	12895.43244	18044.79245
2582	12894.06101	18042.6955
2583	12892.69649	18040.79223
2584	12891.84984	18038.92424
2585	12889.81043	18035.73393
2586	12887.73598	18033.19804
2587	12886.43283	18030.90158
2588	12883.69871	18026.75769
2589	12881.9408	18024.1201
2590	12880.68304	18021.38371
2591	12878.96496	18019.02224
2592	12877.19751	18015.97706
2593	12874.8759	18012.99263
2594	12873.27298	18010.23903
2595	12871.53516	18006.75752
2596	12870.96248	18005.4153
2597	12870.14503	18003.44966
2598	12868.84587	18001.08259
2599	12866.36327	17997.8506
2600	12865.69919	17996.20967
2601	12864.11844	17993.80287
2602	12861.95902	17990.35155
2603	12859.61167	17986.74217
2604	12859.39013	17986.04611
2605	12856.95367	17982.82895
2606	12854.74033	17979.90958
2607	12853.73469	17977.91126
2608	12851.5131	17974.34586
2609	12848.63719	17970.99085
2610	12846.86592	17966.99973
2611	12845.95495	17965.17413
2612	12845.18753	17963.37785
2613	12844.57679	17961.99549
2614	12842.07037	17957.92402
2615	12841.79657	17957.12834
2616	12839.5374	17952.28723
2617	12837.44484	17949.58619
2618	12835.78306	17947.36524
2619	12834.64994	17944.40577
2620	12833.71944	17942.69781
2621	12832.87749	17940.99192
2622	12830.94	17938.53624
2623	12829.80664	17936.1586
2624	12827.22477	17932.09717
2625	12826.93275	17931.28557
2626	12825.74715	17929.01403
2627	12824.44712	17926.2678
2628	12824.01995	17925.17442
2629	12822.24223	17921.91916
2630	12821.14232	17919.87277
2631	12820.46669	17918.65736
2632	12819.66386	17916.46385
2633	12818.27504	17913.61191
2634	12817.27031	17911.27988
2635	12816.61729	17909.7628
2636	12814.08614	17905.4942
2637	12813.61614	17904.48112
2638	12811.1837	17901.35375
2639	12810.64809	17899.66661
2640	12809.66425	17897.63744
2641	12808.27116	17895.65962
2642	12807.40035	17894.07851
2643	12805.83311	17891.75443
2644	12804.94543	17890.03926
2645	12804.7076	17889.3372
2646	12802.99468	17886.55918
2647	12802.02896	17884.60699
2648	12801.51887	17883.424
2649	12799.81531	17881.24465
2650	12799.01501	17879.73393
2651	12797.90203	17878.00931
2652	12796.15435	17876.01128
2653	12793.84195	17871.73352
2654	12791.44579	17868.1182
2655	12789.34945	17865.20273
2656	12786.85386	17860.95855
2657	12785.97225	17859.25642
2658	12783.5731	17856.35955
2659	12783.03865	17855.10776
2660	12780.63563	17851.33246
2661	12778.73181	17847.52044
2662	12777.33761	17844.82846
2663	12776.16378	17842.24298
2664	12773.06527	17838.39751
2665	12771.68787	17835.72988
2666	12770.51181	17833.93153
2667	12769.1246	17831.51924
2668	12766.49382	17827.57105
2669	12764.52303	17823.89693
2670	12762.30488	17821.69522
2671	12761.16405	17819.54742
2672	12759.65543	17816.99319
2673	12757.78639	17814.35335
2674	12756.17367	17811.63774
2675	12753.62964	17808.33257
2676	12751.42129	17805.32819
2677	12748.74779	17801.38758
2678	12746.74478	17797.94424
2679	12745.22801	17795.54521
2680	12743.27507	17792.92497
2681	12740.27073	17788.39985
2682	12738.34844	17785.33222
2683	12737.55304	17783.8171
2684	12735.4617	17781.31644
2685	12734.59703	17779.7539
2686	12733.27137	17777.4851
2687	12730.9731	17773.60386
2688	12729.53074	17771.34037
2689	12728.7568	17769.74862
2690	12727.06243	17767.47291
2691	12724.77462	17763.81903
2692	12724.50022	17763.09054
2693	12723.05021	17760.21463
2694	12721.13881	17757.29521
2695	12719.74066	17755.11502
2696	12717.44534	17751.88079
2697	12717.0535	17750.94053
2698	12714.57858	17747.70031
2699	12713.03985	17745.30074
2700	12711.9547	17743.31635
2701	12708.82433	17739.23897
2702	12706.80609	17736.53771
2703	12705.47504	17733.42073
2704	12702.95136	17730.51823
2705	12700.50097	17726.62762
2706	12697.71292	17723.10403
2707	12695.46422	17719.79047
2708	12693.15561	17716.56839
2709	12689.90838	17712.03089
2710	12688.68893	17710.00488
2711	12687.76443	17707.88239
2712	12686.01389	17705.68186
2713	12685.5406	17704.69345
2714	12685.2638	17703.94875
2715	12684.89052	17703.07703
2716	12682.42215	17699.73176
2717	12680.2534	17696.44166
2718	12678.36261	17693.88841
2719	12676.73996	17691.69843
2720	12674.36278	17688.4425
2721	12673.40972	17686.56284
2722	12672.04089	17684.4752
2723	12670.1616	17681.0303
2724	12669.65719	17680.03417
2725	12667.18853	17675.75909
2726	12664.66697	17672.8214
2727	12664.18565	17671.88614
2728	12663.33657	17669.57115
2729	12659.0784	17663.78991
2730	12658.27031	17661.55891
2731	12655.47109	17658.35859
2732	12654.78367	17656.88674
2733	12653.22384	17654.43517
2734	12651.25469	17651.44082
2735	12649.97195	17649.69784
2736	12647.53449	17646.1997
2737	12647.04574	17645.29904
2738	12644.89461	17641.71407
2739	12644.00819	17640.17304
2740	12642.42902	17637.60038
2741	12641.62295	17635.89031
2742	12639.90544	17633.09919
2743	12639.31648	17631.97784
2744	12637.87952	17629.19543
2745	12635.99922	17626.49029
2746	12635.12285	17624.86203
2747	12631.96272	17620.70724
2748	12629.71058	17617.70802
2749	12628.39298	17614.88688
2750	12628.08995	17614.15339
2751	12627.165	17612.02021
2752	12625.46623	17608.89696
2753	12624.17135	17606.15239
2754	12623.08647	17604.132
2755	12620.84225	17601.48578
2756	12618.79589	17598.39425
2757	12617.53355	17596.40515
2758	12616.98749	17594.65328
2759	12614.15255	17591.77287
2760	12611.45457	17587.49923
2761	12609.10868	17584.34385
2762	12606.98614	17581.90315
2763	12606.42522	17580.43064
2764	12604.30618	17576.65859
2765	12601.46483	17573.19924
2766	12600.88066	17571.67347
2767	12599.66998	17569.60394
2768	12598.81256	17568.05688
2769	12597.34261	17565.47695
2770	12595.11737	17561.73139
2771	12593.25634	17559.53297
2772	12590.41907	17555.87182
2773	12589.42177	17554.1455
2774	12589.0012	17553.01498
2775	12587.52019	17550.11648
2776	12584.01384	17545.08771
2777	12583.11646	17543.68581
2778	12581.10683	17541.07207
2779	12580.75994	17540.22389
2780	12580.49131	17539.56322
2781	12578.61538	17536.55262
2782	12578.03506	17535.5
2783	12576.96966	17533.41331
2784	12575.82539	17531.67286
2785	12574.83282	17530.07411
2786	12574.48933	17529.30392
2787	12573.61478	17527.99378
2788	12573.32027	17527.2094
2789	12570.86636	17523.19463
2790	12568.71696	17519.71823
2791	12568.52966	17519.04544
2792	12567.82167	17517.71077
2793	12565.99177	17515.35734
2794	12564.58049	17513.0657
2795	12563.82768	17511.52842
2796	12563.45733	17510.717
2797	12562.788	17509.33956
2798	12560.46222	17505.74417
2799	12558.71751	17503.2139
2800	12556.32427	17500.01288
2801	12555.30489	17498.21635
2802	12554.66929	17497.09724
2803	12554.38228	17496.39249
2804	12552.34003	17492.84619
2805	12550.90947	17491.35585
2806	12550.50274	17490.5588
2807	12549.6511	17488.49884
2808	12547.64909	17484.99558
2809	12547.23131	17484.13279
2810	12546.36484	17482.48871
2811	12544.86277	17479.53239
2812	12543.31248	17477.3337
2813	12541.39788	17474.09569
2814	12538.57963	17470.20194
2815	12538.27404	17469.43803
2816	12535.22855	17465.3772
2817	12534.42563	17464.21726
2818	12532.4483	17461.4509
2819	12529.55494	17457.93314
2820	12529.23657	17457.20215
2821	12528.47205	17455.68523
2822	12528.02418	17454.70638
2823	12527.54076	17453.70376
2824	12526.05608	17450.91518
2825	12524.09806	17447.89947
2826	12522.49552	17444.98777
2827	12521.1498	17443.12543
2828	12519.38682	17439.72308
2829	12518.96519	17438.88853
2830	12516.81995	17435.67932
2831	12514.99478	17433.36533
2832	12513.67625	17431.38501
2833	12511.79891	17428.67101
2834	12509.3116	17425.85147
2835	12508.57248	17424.69233
2836	12507.91273	17423.44975
2837	12507.51062	17422.71163
2838	12506.94768	17421.56782
2839	12505.8102	17419.69486
2840	12504.4888	17417.56108
2841	12503.31816	17415.47656
2842	12501.03057	17412.26026
2843	12497.60678	17407.58606
2844	12495.98312	17405.00021
2845	12494.70229	17402.62263
2846	12493.242	17399.83843
2847	12491.74409	17397.84428
2848	12489.21895	17394.28039
2849	12488.16368	17392.03855
2850	12485.79208	17388.52562
2851	12483.67384	17386.20623
2852	12482.42278	17384.13311
2853	12482.10917	17383.465
2854	12479.1929	17379.47814
2855	12478.63604	17378.47097
2856	12477.30324	17376.03206
2857	12477.05366	17375.39346
2858	12475.88819	17373.26954
2859	12474.42253	17371.26616
2860	12473.10061	17369.43448
2861	12472.38335	17367.87275
2862	12469.97973	17365.30289
2863	12468.30497	17363.19925
2864	12465.25773	17357.95162
2865	12462.8054	17354.41119
2866	12461.54697	17352.3529
2867	12458.9669	17348.94003
2868	12457.25177	17346.03032
2869	12454.88973	17342.68714
2870	12452.88333	17339.99723
2871	12451.86211	17338.06159
2872	12448.93358	17333.69876
2873	12447.10211	17331.00619
2874	12445.97038	17329.1441
2875	12444.07456	17326.52557
2876	12442.35211	17324.20495
2877	12441.60503	17322.39202
2878	12440.77456	17320.695
2879	12438.93038	17317.98641
2880	12438.67519	17317.39374
2881	12438.313	17316.69422
2882	12435.6944	17312.49316
2883	12433.24128	17308.8807
2884	12431.61026	17306.31231
2885	12431.18301	17305.38018
2886	12430.85013	17304.57377
2887	12429.65266	17301.79504
2888	12429.00587	17300.6949
2889	12428.35185	17299.2966
2890	12427.10475	17297.38198
2891	12426.09579	17295.51264
2892	12425.72239	17294.56096
2893	12424.98506	17292.76177
2894	12422.45173	17288.68166
2895	12419.77735	17284.78912
2896	12419.52129	17284.15246
2897	12416.71514	17279.80603
2898	12415.14395	17277.30895
2899	12414.88926	17276.63039
2900	12413.17114	17273.99302
2901	12412.37011	17272.42187
2902	12410.57254	17270.17467
2903	12407.76502	17266.57995
2904	12406.21148	17264.31987
2905	12404.40672	17261.57185
2906	12402.41998	17259.04979
2907	12400.60131	17256.5421
2908	12400.23754	17255.67514
2909	12399.99439	17254.80994
2910	12397.48905	17250.99425
2911	12395.75359	17247.95667
2912	12393.53021	17244.24259
2913	12392.41836	17242.28489
2914	12391.94925	17241.44015
2915	12390.80193	17239.48734
2916	12389.33381	17236.90147
2917	12387.94634	17234.70826
2918	12386.37144	17232.75255
2919	12385.29459	17230.98741
2920	12383.34576	17227.76204
2921	12383.0033	17226.74019
2922	12381.15701	17224.05045
2923	12380.82705	17223.29808
2924	12378.11654	17220.19443
2925	12377.03767	17218.74654
2926	12375.51162	17215.96075
2927	12373.3061	17212.94955
2928	12372.04102	17210.89665
2929	12370.98155	17208.51157
2930	12369.28435	17206.21362
2931	12368.76815	17204.68244
2932	12368.19518	17203.1749
2933	12367.21824	17201.47341
2934	12364.91262	17198.66725
2935	12363.68363	17195.91469
2936	12362.35124	17193.85055
2937	12360.08997	17190.21566
2938	12359.8033	17189.54736
2939	12358.38465	17187.35137
2940	12357.06696	17185.86915
2941	12354.2428	17181.1991
2942	12353.93806	17180.51325
2943	12353.41925	17179.48349
2944	12353.1514	17178.78904
2945	12351.95468	17176.45798
2946	12350.49685	17173.60017
2947	12349.44023	17171.39506
2948	12347.75348	17168.97575
2949	12347.49235	17168.37111
2950	12346.29738	17165.67416
2951	12345.98519	17165.02527
2952	12343.7557	17161.71084
2953	12343.50961	17161.08641
2954	12341.95967	17158.79268
2955	12340.88348	17156.66704
2956	12340.42413	17155.83736
2957	12339.32412	17154.36759
2958	12338.19495	17152.40253
2959	12336.27045	17149.61634
2960	12334.75982	17147.36282
2961	12333.22756	17144.71089
2962	12332.07762	17142.61405
2963	12331.7488	17141.85842
2964	12329.64388	17138.66532
2965	12328.65744	17137.16676
2966	12326.86488	17133.93374
2967	12323.47388	17128.64785
2968	12321.60517	17126.02682
2969	12319.5234	17123.4393
2970	12317.99297	17121.25713
2971	12315.02422	17117.20639
2972	12313.99152	17115.63938
2973	12312.54423	17112.90593
2974	12310.02816	17109.05835
2975	12309.18573	17107.50593
2976	12308.26237	17106.15487
2977	12307.15916	17103.86318
2978	12305.82299	17101.56095
2979	12304.09866	17099.03589
2980	12302.76613	17097.50152
2981	12302.19533	17096.32436
2982	12301.17935	17094.37566
2983	12300.13047	17092.69819
2984	12299.44666	17091.37274
2985	12298.86634	17090.46513
2986	12297.00151	17087.05512
2987	12294.64965	17084.61562
2988	12292.90108	17081.58562
2989	12292.20224	17079.79367
2990	12291.84491	17079.06516
2991	12291.21348	17077.88321
2992	12290.03751	17075.88599
2993	12289.02644	17074.32287
2994	12288.65274	17073.57077
2995	12287.30204	17071.66432
2996	12284.80795	17068.40738
2997	12283.99253	17066.56203
2998	12283.7027	17065.90122
2999	12282.45472	17064.30212
3000	12281.36793	17062.27764
3001	12280.30443	17060.5651
3002	12278.6909	17057.71456
3003	12278.44137	17057.06517
3004	12277.46769	17055.63849
3005	12275.788	17053.9237
3006	12273.75498	17051.0639
3007	12273.41407	17050.2292
3008	12270.89488	17046.4919
3009	12270.67586	17045.94556
3010	12269.80454	17044.07552
3011	12268.44496	17042.19117
3012	12267.1772	17040.72787
3013	12265.71046	17038.86551
3014	12264.17042	17036.94022
3015	12263.13048	17035.54602
3016	12261.71906	17033.17583
3017	12259.46998	17029.66647
3018	12258.95812	17028.54959
3019	12258.41586	17027.24388
3020	12256.64829	17024.63202
3021	12254.53934	17021.84794
3022	12254.15746	17021.12696
3023	12252.39235	17018.89394
3024	12249.85767	17015.18373
3025	12248.2279	17012.91794
3026	12247.82662	17012.14465
3027	12247.40347	17011.17294
3028	12245.42913	17008.41789
3029	12244.49443	17006.73681
3030	12242.93662	17004.23843
3031	12240.66096	17001.31358
3032	12239.22983	16999.77062
3033	12238.94867	16999.18263
3034	12238.23697	16997.63119
3035	12237.96985	16997.05396
3036	12237.63173	16996.25979
3037	12234.96684	16992.71069
3038	12234.16471	16991.2763
3039	12231.48898	16987.4113
3040	12230.26917	16985.65113
3041	12228.90343	16983.32681
3042	12227.78433	16982.07343
3043	12227.26712	16981.10151
3044	12227.00528	16980.55344
3045	12225.15504	16977.52337
3046	12224.86031	16976.95645
3047	12223.19676	16974.93314
3048	12221.20202	16971.78988
3049	12218.59292	16967.71634
3050	12217.21865	16965.94893
3051	12215.46775	16963.88732
3052	12215.15961	16963.25669
3053	12213.78108	16960.78722
3054	12213.22792	16959.90673
3055	12212.97325	16959.36592
3056	12210.46755	16955.32212
3057	12210.15317	16954.62169
3058	12209.14115	16952.74556
3059	12207.16481	16949.62784
3060	12205.56	16947.00931
3061	12204.3435	16945.27451
3062	12203.98789	16944.57383
3063	12201.39845	16940.51173
3064	12201.18007	16939.95021
3065	12200.03431	16938.56727
3066	12198.31932	16936.72971
3067	12197.62075	16935.51909
3068	12195.05638	16931.45093
3069	12192.13999	16927.41051
3070	12191.81982	16926.74857
3071	12190.45517	16925.02512
3072	12190.0197	16924.12367
3073	12188.22166	16921.58232
3074	12187.50035	16919.67005
3075	12187.09067	16918.98799
3076	12186.39827	16917.33606
3077	12184.67824	16914.96254
3078	12181.60406	16909.77286
3079	12179.12353	16906.69943
3080	12177.91364	16904.89171
3081	12177.6896	16904.35536
3082	12176.11742	16902.228
3083	12175.89316	16901.67243
3084	12175.64001	16901.0988
3085	12174.22835	16899.30897
3086	12172.61084	16897.09731
3087	12172.36885	16896.60477
3088	12171.11526	16895.17781
3089	12169.10035	16892.75929
3090	12167.29414	16889.91416
3091	12165.84327	16887.80257
3092	12165.02737	16886.10755
3093	12164.33575	16884.90515
3094	12161.00349	16880.36905
3095	12160.73326	16879.78606
3096	12158.89767	16877.18478
3097	12158.37149	16876.23448
3098	12157.74979	16875.18248
3099	12156.94862	16874.04611
3100	12155.77871	16872.23443
3101	12154.66478	16870.53348
3102	12154.03942	16869.6383
3103	12152.0511	16866.96981
3104	12151.8468	16866.48065
3105	12149.3728	16863.66023
3106	12148.67585	16862.57314
3107	12147.12443	16860.08426
3108	12146.82955	16859.48297
3109	12144.88799	16857.2768
3110	12142.81935	16854.57158
3111	12142.55321	16854.00918
3112	12142.32551	16853.4342
3113	12140.26846	16850.45554
3114	12139.2729	16848.84749
3115	12138.34217	16847.46906
3116	12138.0458	16846.8921
3117	12136.62893	16844.67553
3118	12135.98581	16843.69401
3119	12135.17533	16842.39852
3120	12133.95978	16840.99538
3121	12133.16678	16839.75372
3122	12132.91874	16839.16907
3123	12131.97555	16837.67219
3124	12131.69624	16836.96995
3125	12129.00771	16832.88399
3126	12128.49509	16832.05148
3127	12126.52936	16829.69056
3128	12125.99142	16828.76983
3129	12124.43017	16826.71461
3130	12123.12208	16824.99653
3131	12122.44754	16823.9479
3132	12122.12361	16823.33572
3133	12120.48332	16820.98291
3134	12118.44748	16817.73463
3135	12117.1535	16815.77792
3136	12116.54814	16814.51077
3137	12115.05368	16812.64915
3138	12114.09627	16811.19374
3139	12113.44512	16809.64705
3140	12112.09197	16807.17144
3141	12110.62247	16805.26899
3142	12108.41566	16802.13536
3143	12107.53486	16800.53142
3144	12106.16735	16798.74111
3145	12103.64989	16795.33155
3146	12102.77961	16793.91735
3147	12102.5717	16793.45249
3148	12102.32817	16792.284
3149	12101.99773	16791.62665
3150	12098.92548	16788.11862
3151	12098.40526	16787.17203
3152	12098.04781	16786.52865
3153	12095.95139	16783.7491
3154	12093.39341	16779.86187
3155	12092.18483	16777.59505
3156	12090.85304	16775.16733
3157	12089.64585	16773.26133
3158	12089.42482	16772.77503
3159	12088.44502	16771.18241
3160	12086.72878	16768.45866
3161	12085.20748	16766.49658
3162	12084.9054	16765.84915
3163	12082.87627	16763.07484
3164	12081.79467	16761.87937
3165	12079.11439	16757.76179
3166	12078.8631	16757.23792
3167	12078.65475	16756.76592
3168	12076.86264	16753.99505
3169	12075.55998	16752.34866
3170	12075.29929	16751.77567
3171	12073.29631	16748.64957
3172	12071.44046	16746.27882
3173	12069.63694	16743.75464
3174	12068.24751	16742.01351
3175	12066.47665	16739.10081
3176	12065.40349	16737.92503
3177	12064.08467	16735.84034
3178	12063.25677	16734.48445
3179	12062.23981	16732.68576
3180	12059.78082	16729.40458
3181	12057.32508	16725.88154
3182	12054.92975	16722.68004
3183	12052.45518	16719.37434
3184	12051.34681	16717.75296
3185	12049.963	16715.61291
3186	12048.28211	16713.10624
3187	12047.2775	16711.78127
3188	12045.58737	16709.37103
3189	12045.27804	16708.64713
3190	12044.17403	16706.90251
3191	12043.85909	16706.26387
3192	12041.60755	16703.22929
3193	12039.65671	16699.91638
3194	12037.94197	16697.72499
3195	12037.60903	16697.10078
3196	12035.14477	16693.41553
3197	12032.8434	16690.30518
3198	12032.19071	16688.85379
3199	12031.85724	16688.2472
3200	12031.55636	16687.53454
3201	12028.86399	16683.43831
3202	12027.20502	16681.65361
3203	12027.00192	16681.16245
3204	12023.50079	16677.1195
3205	12021.04791	16673.65472
3206	12018.76602	16670.44707
3207	12017.4844	16668.77922
3208	12015.90695	16666.6082
3209	12014.89592	16665.41734
3210	12013.45324	16663.00689
3211	12012.88649	16662.16325
3212	12011.18147	16659.67759
3213	12010.3072	16658.43667
3214	12008.35786	16655.83897
3215	12008.1364	16655.37516
3216	12007.64254	16654.58882
3217	12006.18999	16652.1276
3218	12003.61806	16648.69425
3219	12002.43257	16646.88427
3220	12002.06826	16645.83733
3221	12000.2994	16643.13199
3222	11997.63029	16639.10427
3223	11996.31532	16637.40012
3224	11995.25181	16635.74014
3225	11994.95535	16635.18263
3226	11993.89657	16633.8005
3227	11991.516	16630.42531
3228	11988.90258	16627.13564
3229	11988.55769	16626.52853
3230	11987.01619	16624.36743
3231	11985.16064	16621.92727
3232	11983.43059	16619.86633
3233	11981.83365	16617.41582
3234	11981.44152	16616.65371
3235	11980.60246	16615.34785
3236	11980.36743	16614.84839
3237	11980.09291	16614.35636
3238	11979.86369	16613.88613
3239	11979.22766	16612.74686
3240	11977.29714	16609.95913
3241	11976.99006	16609.28865
3242	11976.62633	16608.69099
3243	11975.36959	16607.07741
3244	11975.06026	16606.46558
3245	11973.6794	16604.60436
3246	11972.02304	16602.11021
3247	11970.63989	16600.35104
3248	11969.51143	16598.28954
3249	11966.90825	16594.33221
3250	11966.42169	16593.56985
3251	11964.32027	16590.08823
3252	11962.94147	16588.06083
3253	11961.2233	16585.28075
3254	11960.4536	16584.10299
3255	11959.96889	16583.34562
3256	11958.15631	16580.59841
3257	11956.9911	16579.39506
3258	11955.80126	16577.71328
3259	11955.11103	16576.67984
3260	11953.67915	16574.2233
3261	11952.98977	16572.86836
3262	11952.45738	16571.80979
3263	11952.26219	16571.34618
3264	11951.94023	16570.76815
3265	11951.60352	16570.18242
3266	11949.95578	16567.81648
3267	11948.88931	16566.20458
3268	11946.89024	16563.73117
3269	11945.91288	16562.43479
3270	11944.32759	16559.91647
3271	11944.07246	16559.40145
3272	11942.70587	16557.4229
3273	11941.75198	16556.2483
3274	11940.6257	16554.73038
3275	11940.27897	16554.09751
3276	11938.02677	16550.97618
3277	11937.00994	16549.31332
3278	11936.78795	16548.83976
3279	11936.60867	16548.41908
3280	11934.78032	16545.90197
3281	11932.61675	16542.8552
3282	11930.16704	16539.06067
3283	11929.45129	16538.1135
3284	11927.8687	16535.967
3285	11926.02548	16533.24561
3286	11925.80463	16532.69995
3287	11924.80507	16531.46745
3288	11924.24229	16530.57555
3289	11923.2845	16529.04868
3290	11921.78321	16526.35307
3291	11919.14745	16523.15878
3292	11918.64074	16522.25893
3293	11918.45633	16521.83632
3294	11918.15175	16521.29028
3295	11917.86002	16520.68715
3296	11917.34342	16519.90024
3297	11916.75347	16518.93458
3298	11916.02685	16517.97778
3299	11915.38087	16517.0896
3300	11914.2865	16515.39159
3301	11912.64479	16512.60185
3302	11910.77229	16509.46413
3303	11910.56822	16508.94971
3304	11908.17514	16506.05013
3305	11907.75516	16505.44398
3306	11905.8851	16503.03626
3307	11904.53254	16501.43708
3308	11903.08132	16499.9627
3309	11902.72902	16499.41456
3310	11902.55716	16499.02682
3311	11901.66617	16497.30438
3312	11899.42391	16494.03355
3313	11899.02303	16493.4484
3314	11898.85058	16493.03765
3315	11897.224	16491.21445
3316	11894.84607	16488.48526
3317	11893.31719	16486.0229
3318	11891.97189	16484.3601
3319	11891.32044	16483.00249
3320	11890.99334	16482.44144
3321	11890.10036	16480.87658
3322	11888.93325	16479.35103
3323	11887.51666	16477.15052
3324	11887.28912	16476.71647
3325	11885.34623	16474.25957
3326	11883.80654	16471.71645
3327	11882.76314	16470.15468
3328	11882.46842	16469.60296
3329	11882.15376	16469.06759
3330	11881.44461	16467.70049
3331	11880.81767	16466.55895
3332	11879.6532	16464.8922
3333	11879.31362	16464.04964
3334	11878.93014	16463.45546
3335	11878.30046	16462.51915
3336	11877.12918	16460.59586
